t [s],ag [g]
12.160000,0.06090813
12.165000,0.05380444
12.170000,0.01893583
12.175000,0.02949924
12.180000,0.04136536
12.185000,0.06155685
12.190000,0.03968333
12.195000,0.02283179
12.200000,-0.02577998
12.205000,-0.01187568
12.210000,0.00723238
12.215000,-0.00728733
12.220000,-0.01605632
12.225000,-0.01938533
12.230000,0.01742938
12.235000,0.03775417
12.240000,0.06234332
12.245000,0.05746890
12.250000,0.04606214
12.255000,0.06890841
12.260000,0.03018598
12.265000,0.04042459
12.270000,0.01056179
12.275000,0.02741752
12.280000,0.03757240
12.285000,0.01684590
12.290000,0.02102589
12.295000,-0.00434734
12.300000,-0.02682342
12.305000,-0.03407884
12.310000,-0.04881796
12.315000,-0.02490306
12.320000,0.02199407
12.325000,0.02213580
12.330000,0.02203428
12.335000,0.03802218
12.340000,0.03038927
12.345000,0.03948513
12.350000,-0.00188705
12.355000,-0.01625020
12.360000,-0.04811574
12.365000,-0.08645275
12.370000,-0.06191897
12.375000,-0.06474443
12.380000,-0.02739905
12.385000,0.00728757
12.390000,0.00731512
12.395000,-0.00020494
12.400000,-0.01463582
12.405000,-0.06414058
12.410000,-0.07128521
12.415000,-0.07242721
12.420000,-0.08169904
12.425000,-0.09663876
12.430000,-0.09212683
12.435000,-0.09346145
12.440000,-0.08388367
12.445000,-0.09797944
12.450000,-0.05134303
12.455000,-0.03437965
12.460000,-0.03273141
12.465000,-0.04412681
12.470000,-0.05893386
12.475000,-0.03661939
12.480000,-0.04001914
12.485000,-0.03378015
12.490000,-0.02027696
12.495000,-0.02712059
12.500000,-0.01726735
12.505000,-0.05146439
12.510000,-0.06587897
12.515000,-0.09955331
12.520000,-0.10047633
12.525000,-0.10146301
12.530000,-0.05755614
12.535000,-0.06722819
12.540000,-0.05753594
12.545000,-0.04266758
12.550000,-0.00848273
12.555000,0.00510004
12.560000,0.02382457
12.565000,0.06279847
12.570000,0.02967699
12.575000,0.01967413
12.580000,0.01388745
12.585000,0.01440998
12.590000,0.00331776
12.595000,0.02678007
12.600000,0.01523408
12.605000,0.00333019
12.610000,0.01410061
12.615000,0.00027066
12.620000,-0.01928668
12.625000,-0.04320881
12.630000,-0.04279778
12.635000,-0.01938275
12.640000,-0.00127021
12.645000,0.00921051
12.650000,0.01260755
12.655000,0.00239489
12.660000,0.00163986
12.665000,-0.02147331
12.670000,-0.01639752
12.675000,0.00513806
12.680000,-0.02588609
12.685000,0.00222253
12.690000,-0.03916617
12.695000,-0.05172759
12.700000,-0.06958797
12.705000,-0.07953652
12.710000,-0.08178979
12.715000,-0.05228936
12.720000,-0.06788517
12.725000,-0.08114642
12.730000,-0.09018091
12.735000,-0.09496119
12.740000,-0.10107414
12.745000,-0.12013760
12.750000,-0.10747469
12.755000,-0.10253914
12.760000,-0.07583344
12.765000,-0.04536336
12.770000,-0.06993648
12.775000,-0.03320206
12.780000,-0.01834831
12.785000,0.01032741
12.790000,0.01160389
12.795000,0.02676416
12.800000,0.03946278
12.805000,0.06630424
12.810000,0.05443665
12.815000,0.04284459
12.820000,0.03809946
12.825000,0.06387082
12.830000,0.09168081
12.835000,0.06794089
12.840000,0.07614040
12.845000,0.07305619
12.850000,0.06599584
12.855000,0.07358585
12.860000,0.10561605
12.865000,0.11222429
12.870000,0.09856787
12.875000,0.08194936
12.880000,0.08706903
12.885000,0.08726884
12.890000,0.10363835
12.895000,0.12415309
12.900000,0.12221004
12.905000,0.12674456
12.910000,0.15068194
12.915000,0.16641102
12.920000,0.14025084
12.925000,0.10498614
12.930000,0.07212063
12.935000,0.03325117
12.940000,0.03566159
12.945000,0.00779562
12.950000,0.01691905
12.955000,-0.00181193
12.960000,0.01309206
12.965000,0.02166587
12.970000,0.02132925
12.975000,0.02650482
12.980000,-0.00035590
12.985000,-0.04763208
12.990000,-0.05790419
12.995000,-0.04934340
13.000000,-0.07272562
13.005000,-0.05919743
13.010000,-0.04685903
13.015000,-0.04344104
13.020000,-0.03737204
13.025000,-0.03775763
13.030000,-0.03369683
13.035000,-0.05520358
13.040000,-0.03372176
13.045000,-0.02574566
13.050000,-0.01448103
13.055000,-0.02679615
13.060000,-0.05183420
13.065000,-0.02694274
13.070000,-0.05143917
13.075000,-0.05442125
13.080000,-0.05317807
13.085000,-0.04538598
13.090000,-0.03639053
13.095000,-0.03381900
13.100000,-0.05642958
13.105000,-0.05751403
13.110000,-0.05512502
13.115000,-0.04158201
13.120000,-0.03377888
13.125000,-0.01038878
13.130000,0.00685710
13.135000,-0.01400062
13.140000,-0.01046756
13.145000,-0.00053669
13.150000,-0.00773236
13.155000,0.02068136
13.160000,0.01175891
13.165000,-0.00993150
13.170000,-0.03928526
13.175000,-0.04460110
13.180000,-0.04952489
13.185000,-0.05260854
13.190000,-0.08733891
13.195000,-0.08184929
13.200000,-0.05655814
13.205000,-0.06315324
13.210000,-0.04773412
13.215000,-0.05392796
13.220000,-0.06328324
13.225000,-0.03473042
13.230000,-0.01788321
13.235000,0.00109488
13.240000,0.04416241
13.245000,0.04537637
13.250000,0.04597016
13.255000,0.04902732
13.260000,0.07386067
13.265000,0.08902836
13.270000,0.07193386
13.275000,0.05634167
13.280000,0.06145193
13.285000,0.06837626
13.290000,0.07416232
13.295000,0.08082743
13.300000,0.07445200
13.305000,0.08172471
13.310000,0.08895136
13.315000,0.06971685
13.320000,0.04492376
13.325000,0.04611917
13.330000,0.03636787
13.335000,0.00969029
13.340000,0.02117341
13.345000,0.02637059
13.350000,0.04763911
13.355000,0.04388546
13.360000,0.04236975
13.365000,0.01558756
13.370000,0.03730729
13.375000,0.04500931
13.380000,0.05695909
13.385000,0.04940325
13.390000,0.04520797
13.395000,0.04750933
13.400000,0.03174440
13.405000,0.01624825
13.410000,0.04705551
13.415000,0.04944698
13.420000,0.03471410
13.425000,0.00849310
13.430000,-0.01261866
13.435000,-0.00814146
13.440000,-0.02470825
13.445000,-0.04249836
13.450000,-0.04513044
13.455000,-0.03814040
13.460000,-0.01616914
13.465000,-0.02907865
13.470000,-0.03935019
13.475000,-0.03177835
13.480000,-0.03816406
13.485000,-0.02277614
13.490000,-0.02892847
13.495000,-0.04864329
13.500000,-0.05750299
13.505000,-0.07935201
13.510000,-0.08368372
13.515000,-0.07135426
13.520000,-0.06613909
13.525000,-0.06364007
13.530000,-0.07963280
13.535000,-0.08654276
13.540000,-0.08703336
13.545000,-0.07718871
13.550000,-0.03131656
13.555000,-0.03819544
13.560000,-0.01902119
13.565000,-0.03383651
13.570000,-0.04626009
13.575000,-0.07297126
13.580000,-0.07979726
13.585000,-0.05745042
13.590000,-0.05267072
13.595000,-0.02852478
13.600000,-0.03232664
13.605000,-0.01150175
13.610000,-0.01696908
13.615000,0.00021802
13.620000,0.02826994
13.625000,0.02596292
13.630000,0.00603903
13.635000,0.03629055
13.640000,0.02309841
13.645000,0.01493595
13.650000,0.01088627
13.655000,0.02583221
13.660000,0.03656628
13.665000,0.04617019
13.670000,0.04086565
13.675000,0.03680648
13.680000,0.04835159
13.685000,0.07223882
13.690000,0.05025163
13.695000,0.06725321
13.700000,0.07900271
13.705000,0.08542510
13.710000,0.07063158
13.715000,0.06836311
13.720000,0.07044255
13.725000,0.05663410
13.730000,0.07091512
13.735000,0.05948278
13.740000,0.07882749
13.745000,0.05135219
13.750000,0.02672828
13.755000,-0.00480868
13.760000,0.00432048
13.765000,-0.01113912
13.770000,-0.02460048
13.775000,-0.01130473
13.780000,0.01401563
13.785000,0.00109802
13.790000,0.02045485
13.795000,0.02675862
13.800000,0.02452307
13.805000,0.00469293
13.810000,-0.01752436
13.815000,-0.01684250
13.820000,-0.01501048
13.825000,-0.02536568
13.830000,-0.03962791
13.835000,-0.05797022
13.840000,-0.05063217
13.845000,-0.03862260
13.850000,-0.02624222
13.855000,-0.01578104
13.860000,-0.02269429
13.865000,0.00222627
13.870000,-0.01209427
13.875000,-0.00272565
13.880000,-0.00793717
13.885000,-0.02340019
13.890000,-0.03134653
13.895000,-0.02149820
13.900000,-0.00406830
13.905000,0.00157145
13.910000,-0.04034921
13.915000,-0.02734155
13.920000,-0.05620542
13.925000,-0.02514571
13.930000,-0.01992180
13.935000,-0.01587795
13.940000,0.00038357
13.945000,-0.00256835
13.950000,-0.00508793
13.955000,-0.00933254
13.960000,-0.00610735
13.965000,-0.00368269
13.970000,0.00069231
13.975000,-0.04598153
13.980000,-0.04461176
13.985000,-0.06459098
13.990000,-0.02202056
13.995000,-0.00850440
14.000000,0.00639376
14.005000,0.01414470
14.010000,0.02426671
14.015000,0.01162853
14.020000,0.02322024
14.025000,0.03522252
14.030000,0.03704916
14.035000,0.04700147
14.040000,0.06044938
14.045000,0.05842653
14.050000,0.04034349
14.055000,0.05002303
14.060000,0.06907700
14.065000,0.04910592
14.070000,0.06272263
14.075000,0.06302025
14.080000,0.06808760
14.085000,0.07598968
14.090000,0.05686612
14.095000,0.05713575
14.100000,0.06740164
14.105000,0.08271982
14.110000,0.08963481
14.115000,0.07112444
14.120000,0.06886868
14.125000,0.06034715
14.130000,0.05636103
14.135000,0.06688790
14.140000,0.04249811
14.145000,0.04533521
14.150000,0.04702183
14.155000,0.02923153
14.160000,0.04085731
14.165000,0.02866364
14.170000,0.02558776
14.175000,-0.01324604
14.180000,0.00012450
14.185000,-0.00591675
14.190000,-0.01201930
14.195000,0.00639241
14.200000,-0.02180720
14.205000,-0.01079017
14.210000,0.00248581
14.215000,-0.02584679
14.220000,-0.02247954
14.225000,-0.02777172
14.230000,-0.04171820
14.235000,-0.05815598
14.240000,-0.04659184
14.245000,-0.02924911
14.250000,-0.04320560
14.255000,-0.05410888
14.260000,-0.04067781
14.265000,-0.00620184
14.270000,-0.02622630
14.275000,-0.04416100
14.280000,-0.05633919
14.285000,-0.06767148
14.290000,-0.04845700
14.295000,-0.05912675
14.300000,-0.02552137
14.305000,-0.01688083
14.310000,-0.00109923
14.315000,0.00878753
14.320000,-0.00407718
14.325000,-0.02138159
14.330000,-0.00668575
14.335000,0.01109731
14.340000,0.01760448
14.345000,0.01804129
14.350000,0.01963316
14.355000,0.02268774
14.360000,0.00450890
14.365000,0.00578583
14.370000,0.00618191
14.375000,-0.01716849
14.380000,-0.05180569
14.385000,-0.05261932
14.390000,-0.07694562
14.395000,-0.10415097
14.400000,-0.12182899
14.405000,-0.11305148
14.410000,-0.10739536
14.415000,-0.10001642
14.420000,-0.07132505
14.425000,-0.05905543
14.430000,-0.03372446
14.435000,-0.02716009
14.440000,-0.00937166
14.445000,0.01418517
14.450000,0.04212816
14.455000,0.03982258
14.460000,0.02443429
14.465000,0.02587526
14.470000,0.04400058
14.475000,0.06407646
14.480000,0.06418386
14.485000,0.06716334
14.490000,0.08557686
14.495000,0.08456087
14.500000,0.08971488
14.505000,0.09760568
14.510000,0.08998557
14.515000,0.07420954
14.520000,0.10168766
14.525000,0.08843902
14.530000,0.06925620
14.535000,0.06102676
14.540000,0.05833963
14.545000,0.05739055
14.550000,0.04846559
14.555000,0.05041545
14.560000,0.06779571
14.565000,0.05826577
14.570000,0.05378766
14.575000,0.06668071
14.580000,0.04839974
14.585000,0.02839233
14.590000,0.01553392
14.595000,0.01067185
14.600000,0.01891819
14.605000,-0.00518390
14.610000,-0.01600492
14.615000,-0.03181145
14.620000,-0.05276331
14.625000,-0.06880830
14.630000,-0.05820350
14.635000,-0.05583790
14.640000,-0.05257348
14.645000,-0.04340560
14.650000,-0.03663175
14.655000,-0.03006454
14.660000,-0.00508780
14.665000,0.00348841
14.670000,-0.03075945
14.675000,-0.02244272
14.680000,-0.00937506
14.685000,-0.00265932
14.690000,-0.00988162
14.695000,-0.02217019
14.700000,-0.02055500
14.705000,-0.01107135
14.710000,0.00044632
14.715000,-0.02212887
14.720000,-0.01682856
14.725000,-0.00000878
14.730000,0.00984483
14.735000,0.04120180
14.740000,0.03119161
14.745000,0.01507785
14.750000,0.02526397
14.755000,0.04259849
14.760000,0.02826378
14.765000,0.02731457
14.770000,0.02864663
14.775000,0.03205512
14.780000,0.04545247
14.785000,0.07146797
14.790000,0.06076068
14.795000,0.05343773
14.800000,0.03181734
14.805000,0.03853480
14.810000,0.02190594
14.815000,0.02102191
14.820000,0.02422642
14.825000,0.03774094
14.830000,0.03406645
14.835000,0.02526294
14.840000,0.01495052
14.845000,0.02445240
14.850000,0.01773865
14.855000,0.01607819
14.860000,0.02289228
14.865000,0.03582168
14.870000,0.04652745
14.875000,0.02633818
14.880000,0.01065680
14.885000,0.01273909
14.890000,0.01735039
14.895000,0.01826669
14.900000,0.03130758
14.905000,0.04657651
14.910000,0.04219867
14.915000,0.04090759
14.920000,0.05024053
14.925000,0.05655944
14.930000,0.04063444
14.935000,0.02185693
14.940000,-0.00166479
14.945000,-0.00381944
14.950000,-0.01249669
14.955000,-0.02174220
14.960000,-0.04039633
14.965000,-0.04097412
14.970000,-0.05811535
14.975000,-0.07041317
14.980000,-0.07259534
14.985000,-0.06497790
14.990000,-0.06233506
14.995000,-0.05209597
15.000000,-0.05066505
15.005000,-0.05318610
15.010000,-0.05436114
15.015000,-0.06182654
15.020000,-0.05834820
15.025000,-0.04188919
15.030000,-0.03096028
15.035000,-0.02061754
15.040000,-0.01454170
15.045000,-0.01038232
15.050000,-0.00787433
15.055000,-0.01860085
15.060000,-0.02944156
15.065000,-0.03792109
15.070000,-0.02521492
15.075000,-0.03024697
15.080000,-0.02115953
15.085000,-0.03192859
15.090000,-0.03273675
15.095000,-0.04116434
15.100000,-0.03098306
15.105000,-0.00719180
15.110000,-0.01933012
15.115000,-0.01436520
15.120000,-0.02178147
15.125000,-0.01221848
15.130000,0.00742587
15.135000,0.00239656
15.140000,0.01400030
15.145000,0.01297572
15.150000,0.00529323
15.155000,0.00147702
15.160000,0.01450466
15.165000,0.01900387
15.170000,0.01783140
15.175000,0.01562078
15.180000,0.00857052
15.185000,0.01538041
15.190000,0.03797536
15.195000,0.03470681
15.200000,0.02209114
15.205000,0.02505229
15.210000,0.02944996
15.215000,0.03939856
15.220000,0.02440461
15.225000,0.02593492
15.230000,0.01514986
15.235000,0.02844108
15.240000,0.03456124
15.245000,0.03030577
15.250000,0.01524275
15.255000,0.03382180
15.260000,0.02988261
15.265000,0.03717344
15.270000,0.01427583
15.275000,0.01387804
15.280000,0.02028696
15.285000,-0.00450048
15.290000,-0.00266052
15.295000,0.00964973
15.300000,-0.00724758
15.305000,-0.00937597
15.310000,-0.01362625
15.315000,-0.02055233
15.320000,-0.02706825
15.325000,-0.03603146
15.330000,-0.04316367
15.335000,-0.04254067
15.340000,-0.04032012
15.345000,-0.05262019
15.350000,-0.05670072
15.355000,-0.05321173
15.360000,-0.03842755
15.365000,-0.02397655
15.370000,-0.02267724
15.375000,-0.01994157
15.380000,-0.03290536
15.385000,-0.03012203
15.390000,-0.04735815
15.395000,-0.04857163
15.400000,-0.05898322
15.405000,-0.06331217
15.410000,-0.05824010
15.415000,-0.05253309
15.420000,-0.03637159
15.425000,-0.03121667
15.430000,-0.03360326
15.435000,-0.02436756
15.440000,-0.03860998
15.445000,-0.01883666
15.450000,-0.03794290
15.455000,-0.02840741
15.460000,-0.02041483
15.465000,-0.02393943
15.470000,-0.02600744
15.475000,-0.03834665
15.480000,-0.03439080
15.485000,-0.02630795
15.490000,-0.02919569
15.495000,-0.02245779
15.500000,-0.01346928
15.505000,-0.01910818
15.510000,-0.00872767
15.515000,-0.00265637
15.520000,-0.00065838
15.525000,0.00794152
15.530000,0.01165594
15.535000,0.00503478
15.540000,-0.00065184
15.545000,0.00220842
15.550000,0.01339251
15.555000,0.01511090
15.560000,0.01113341
15.565000,0.01139206
15.570000,-0.00013253
15.575000,0.01097177
15.580000,0.02414487
15.585000,0.03911390
15.590000,0.04588668
15.595000,0.03730195
15.600000,0.03406420
15.605000,0.02827903
15.610000,0.03044590
15.615000,0.04109822
15.620000,0.01531149
15.625000,0.01746287
15.630000,0.01799018
15.635000,0.01875163
15.640000,0.02306233
15.645000,0.01275888
15.650000,0.01979245
15.655000,0.02074327
15.660000,0.01671782
15.665000,0.01491713
15.670000,0.00896690
15.675000,0.00811135
15.680000,0.01188498
15.685000,-0.00177652
15.690000,-0.00619718
15.695000,-0.01150983
15.700000,-0.01254369
15.705000,-0.01574446
15.710000,-0.03234991
15.715000,-0.02770428
15.720000,-0.01642133
15.725000,-0.02282937
15.730000,-0.02100075
15.735000,-0.02696453
15.740000,-0.02448458
15.745000,-0.02576847
15.750000,-0.01499337
15.755000,-0.01961112
15.760000,-0.01311463
15.765000,-0.01918287
15.770000,-0.02333994
15.775000,-0.02141934
15.780000,-0.03526005
15.785000,-0.04174013
15.790000,-0.03240696
15.795000,-0.03698100
15.800000,-0.04723535
15.805000,-0.05778621
15.810000,-0.05418536
15.815000,-0.05632148
15.820000,-0.05279835
15.825000,-0.07477086
15.830000,-0.07791555
15.835000,-0.08058797
15.840000,-0.06931421
15.845000,-0.05721029
15.850000,-0.04745789
15.855000,-0.06173523
15.860000,-0.05008623
15.865000,-0.03569583
15.870000,-0.03956592
15.875000,-0.03379393
15.880000,-0.02697446
15.885000,-0.02786514
15.890000,-0.02397622
15.895000,-0.02853489
15.900000,-0.02447774
15.905000,-0.02313741
15.910000,-0.01841551
15.915000,0.00033402
15.920000,-0.00756583
15.925000,0.00434678
15.930000,0.00616752
15.935000,0.00709649
15.940000,-0.01069939
15.945000,-0.00098315
15.950000,-0.01025986
15.955000,-0.01736634
15.960000,-0.01837843
15.965000,-0.01982733
15.970000,-0.02590175
15.975000,-0.01166016
15.980000,-0.00473042
15.985000,0.01692518
15.990000,0.01044982
15.995000,0.00373616
16.000000,0.02091656
16.005000,0.00955415
16.010000,0.01184181
16.015000,0.00898111
16.020000,0.00655482
16.025000,-0.00570930
16.030000,-0.01122132
16.035000,0.00602069
16.040000,0.00725698
16.045000,0.01990920
16.050000,0.01379051
16.055000,0.01436866
16.060000,0.01920830
16.065000,0.02365954
16.070000,0.02089012
16.075000,0.02032032
16.080000,0.02835999
16.085000,0.02948821
16.090000,0.01285685
16.095000,0.00659680
16.100000,-0.00359678
16.105000,-0.01830272
16.110000,-0.01140259
16.115000,-0.00248960
16.120000,-0.00928220
16.125000,-0.01198159
16.130000,0.00463124
16.135000,0.00281412
16.140000,0.00165410
16.145000,0.00385109
16.150000,0.01417645
16.155000,0.01744110
16.160000,0.02524341
16.165000,0.01582994
16.170000,0.02181672
16.175000,0.01971213
16.180000,0.01172464
16.185000,0.01517416
16.190000,0.03477953
16.195000,0.03451127
16.200000,0.04083381
16.205000,0.03620449
16.210000,0.02114335
16.215000,0.02372990
16.220000,0.01351854
16.225000,0.01007527
16.230000,0.02455462
16.235000,0.00790308
16.240000,0.00942235
16.245000,0.01216160
16.250000,0.01325181
16.255000,0.00697613
16.260000,0.00720491
16.265000,-0.00173018
16.270000,0.00986639
16.275000,0.00988678
16.280000,0.01918760
16.285000,0.01523357
16.290000,0.02069806
16.295000,0.02450401
16.300000,0.01347500
16.305000,0.02462887
16.310000,0.04423729
16.315000,0.04996155
16.320000,0.03618786
16.325000,0.02684766
16.330000,0.00684177
16.335000,-0.00115166
16.340000,0.01166417
16.345000,0.01819699
16.350000,0.00871663
16.355000,-0.00274807
16.360000,-0.00886379
16.365000,-0.00103163
16.370000,0.00193042
16.375000,0.01268131
16.380000,0.00629093
16.385000,0.00615990
16.390000,-0.00047368
16.395000,-0.00278909
16.400000,-0.00584496
16.405000,-0.00861095
16.410000,-0.00431892
16.415000,-0.00838124
16.420000,-0.00966748
16.425000,-0.01662143
16.430000,-0.00701585
16.435000,0.00628052
16.440000,0.02087414
16.445000,0.02606422
16.450000,0.02443534
16.455000,0.01591889
16.460000,0.00674765
16.465000,0.00540533
16.470000,-0.00478090
16.475000,0.00077846
16.480000,0.00225908
16.485000,-0.00845237
16.490000,-0.01012818
16.495000,-0.00356393
16.500000,0.00511764
16.505000,0.00637332
16.510000,0.01076640
16.515000,0.01262095
16.520000,0.00853335
16.525000,0.00913975
16.530000,0.00953530
16.535000,0.00459284
16.540000,0.00606898
16.545000,0.00548108
16.550000,0.00793355
16.555000,0.00752905
16.560000,0.00696930
16.565000,-0.00696152
16.570000,0.01061136
16.575000,0.01539464
16.580000,0.01785295
16.585000,0.02999294
16.590000,0.03592423
16.595000,0.03769840
16.600000,0.04061808
16.605000,0.05075511
16.610000,0.05002989
16.615000,0.03735427
16.620000,0.02389377
16.625000,0.03211519
16.630000,0.02839951
16.635000,0.03017325
16.640000,0.02727974
16.645000,0.02835898
16.650000,0.01994320
16.655000,0.02141782
16.660000,0.00290490
16.665000,-0.00035120
16.670000,-0.01124054
16.675000,-0.01177139
16.680000,-0.01152262
16.685000,-0.01297599
16.690000,-0.01209119
16.695000,-0.02492710
16.700000,-0.03222904
16.705000,-0.03290519
16.710000,-0.02911515
16.715000,-0.02624312
16.720000,-0.03749123
16.725000,-0.02663730
16.730000,-0.02620351
16.735000,-0.01335996
16.740000,-0.00766007
16.745000,0.00122948
16.750000,0.00529207
16.755000,0.00209861
16.760000,0.00041152
16.765000,0.00679119
16.770000,0.00418236
16.775000,-0.00928151
16.780000,-0.00881326
16.785000,-0.00663469
16.790000,-0.00305611
16.795000,0.00213233
16.800000,0.01625891
16.805000,0.00519804
16.810000,0.01743350
16.815000,0.02176350
16.820000,0.02074107
16.825000,0.01028452
16.830000,0.01012950
16.835000,0.01362431
16.840000,0.01246742
16.845000,0.00836082
16.850000,0.00344607
16.855000,-0.00263933
16.860000,0.00148675
16.865000,0.00498252
16.870000,0.01101052
16.875000,0.00479171
16.880000,0.01338531
16.885000,0.02952511
16.890000,0.02854058
16.895000,0.03470154
16.900000,0.02355594
16.905000,0.03817998
16.910000,0.04013419
16.915000,0.04603961
16.920000,0.04516758
16.925000,0.03138914
16.930000,0.03223495
16.935000,0.02958008
16.940000,0.03330621
16.945000,0.02487291
16.950000,0.00185319
16.955000,-0.00018591
16.960000,-0.00385563
16.965000,-0.00008904
16.970000,-0.00713962
16.975000,-0.01060255
16.980000,-0.01376869
16.985000,-0.01916678
16.990000,-0.01552167
16.995000,-0.01756190
17.000000,-0.02084834
17.005000,-0.02518697
17.010000,-0.02670175
17.015000,-0.01573891
17.020000,-0.01695605
17.025000,-0.02085740
17.030000,-0.01944713
17.035000,-0.01340935
17.040000,-0.01279940
17.045000,-0.00948108
17.050000,-0.00482050
17.055000,0.00047995
17.060000,0.00206066
17.065000,-0.00705990
17.070000,-0.00748546
17.075000,-0.01138576
17.080000,-0.00604871
17.085000,0.00272313
17.090000,0.00027660
17.095000,0.00519069
17.100000,0.00749295
17.105000,0.00572822
17.110000,0.01458209
17.115000,0.01096346
17.120000,0.00596451
17.125000,-0.00007934
17.130000,0.00656095
17.135000,0.00129083
17.140000,-0.00386868
17.145000,0.00297471
17.150000,0.00490540
17.155000,0.00346901
17.160000,-0.00240148
17.165000,-0.00106893
17.170000,-0.00808951
17.175000,-0.00676971
17.180000,-0.00578567
17.185000,-0.00620671
17.190000,-0.00492508
17.195000,-0.00098728
17.200000,-0.01254564
17.205000,-0.01882730
17.210000,-0.01358142
17.215000,-0.01403883
17.220000,-0.00811009
17.225000,0.00296830
17.230000,0.01269545
17.235000,0.01844597
17.240000,0.01832676
17.245000,0.02494042
17.250000,0.02003318
17.255000,0.02022012
17.260000,0.01749806
17.265000,0.01350390
17.270000,0.00794339
17.275000,0.00981463
17.280000,-0.00057104
17.285000,-0.01306731
17.290000,-0.00681505
17.295000,-0.00442432
17.300000,0.00048464
17.305000,-0.00060565
17.310000,0.00200412
17.315000,-0.00141887
17.320000,-0.00487890
17.325000,-0.01185487
17.330000,-0.00067402
17.335000,-0.00674681
17.340000,0.00290985
17.345000,-0.00479060
17.350000,-0.01031874
17.355000,-0.00266312
17.360000,0.00082373
17.365000,0.00315368
17.370000,-0.00275153
17.375000,0.00304971
17.380000,-0.00243434
17.385000,-0.00067288
17.390000,-0.00515701
17.395000,0.00422366
17.400000,0.00631823
17.405000,0.01398839
17.410000,0.01231305
17.415000,0.00730664
17.420000,-0.00146270
17.425000,-0.00019026
17.430000,0.00665495
17.435000,0.00929653
17.440000,0.00438238
17.445000,0.00120185
17.450000,-0.00185082
17.455000,-0.00228052
17.460000,0.00162686
17.465000,0.00208672
17.470000,0.00592771
17.475000,0.00800960
17.480000,0.00137240
17.485000,0.00153628
17.490000,-0.00475454
17.495000,-0.00432416
17.500000,-0.00188221
17.505000,-0.00664838
17.510000,-0.01437832
17.515000,-0.01278305
17.520000,-0.01312737
17.525000,-0.00591360
17.530000,-0.00956375
17.535000,0.00030811
17.540000,0.00410171
17.545000,-0.00486349
17.550000,-0.00862992
17.555000,-0.00815026
17.560000,-0.00852674
17.565000,-0.01331558
17.570000,-0.02325056
17.575000,-0.02403498
17.580000,-0.02422556
17.585000,-0.01973280
17.590000,-0.01756292
17.595000,-0.02270800
17.600000,-0.01698311
17.605000,-0.01928583
17.610000,-0.01259662
17.615000,-0.01429176
17.620000,-0.01636639
17.625000,-0.01525453
17.630000,-0.00974324
17.635000,-0.00733605
17.640000,-0.01389064
17.645000,-0.00731329
17.650000,-0.01029007
17.655000,-0.01753884
17.660000,-0.02594002
17.665000,-0.01701943
17.670000,-0.00716777
17.675000,-0.00934789
17.680000,-0.01003356
17.685000,-0.00936987
17.690000,-0.01550359
17.695000,-0.01358942
17.700000,-0.00939587
17.705000,-0.01082480
17.710000,-0.00850015
17.715000,-0.00992629
17.720000,-0.00330621
17.725000,-0.00775992
17.730000,-0.00955695
17.735000,-0.00074092
17.740000,0.00078478
17.745000,0.01456316
17.750000,0.01848577
17.755000,0.02450017
17.760000,0.02732137
17.765000,0.02214545
17.770000,0.02640625
17.775000,0.01976582
17.780000,0.00972820
17.785000,0.01119806
17.790000,0.01591842
17.795000,0.02173142
17.800000,0.02273234
17.805000,0.02097503
17.810000,0.01885865
17.815000,0.02041651
17.820000,0.02444124
17.825000,0.02292904
17.830000,0.02473467
17.835000,0.02925303
17.840000,0.03376531
17.845000,0.03783294
17.850000,0.03986006
17.855000,0.04655986
17.860000,0.03877356
17.865000,0.04500608
17.870000,0.04225875
17.875000,0.03080890
17.880000,0.02871974
17.885000,0.02774012
17.890000,0.01797438
17.895000,0.01581833
17.900000,0.00191051
17.905000,0.00938473
17.910000,0.00616282
17.915000,0.00447583
17.920000,0.00803768
17.925000,0.00647485
17.930000,-0.00172468
17.935000,-0.01311390
17.940000,-0.01021743
17.945000,-0.00660401
17.950000,-0.00956365
17.955000,-0.02061789
17.960000,-0.01884781
17.965000,-0.01884201
17.970000,-0.01539961
17.975000,-0.01941161
17.980000,-0.02999532
17.985000,-0.03196220
17.990000,-0.02680636
17.995000,-0.02034057
18.000000,-0.02129371
18.005000,-0.02326257
18.010000,-0.03156632
18.015000,-0.02386837
18.020000,-0.02493102
18.025000,-0.02725415
18.030000,-0.03033932
18.035000,-0.03066711
18.040000,-0.02670197
18.045000,-0.02694297
18.050000,-0.01819821
18.055000,-0.01338026
18.060000,-0.01018709
18.065000,-0.00236977
18.070000,-0.00771797
18.075000,-0.00599573
18.080000,-0.00103566
18.085000,0.00383066
18.090000,0.00210871
18.095000,-0.00355292
18.100000,-0.01237335
18.105000,-0.00889766
18.110000,-0.00849633
18.115000,-0.00856783
18.120000,-0.00686100
18.125000,-0.00637587
18.130000,-0.00822793
18.135000,-0.00367462
18.140000,-0.00987022
18.145000,-0.01470605
18.150000,-0.02025196
18.155000,-0.02072040
18.160000,-0.01628336
18.165000,-0.01893383
18.170000,-0.01690413
18.175000,-0.01097236
18.180000,-0.00112220
18.185000,0.00376566
18.190000,0.00168941
18.195000,-0.00527446
18.200000,-0.01698264
18.205000,-0.01872513
18.210000,-0.01692406
18.215000,-0.01785134
18.220000,-0.00696566
18.225000,-0.01242699
18.230000,-0.01434397
